STREAM VALUE,10TH,EQ,IQ,TOTAL,DATA,STREAM
100,71.03,14.45,11,18.2,781.33,PCB
60,63.54,16.11,18,20.02,1143.72,Commerce
100,82.18,15.14,24,28.77,1972.32,PCM
100,82.53,15.53,16,34.88,1320.48,PCB
100,80.5,14.5,19,33.58,1529.5,PCM
100,80.64,15.82,15,14.21,1209.6,PCM
100,86.85,16.66,22,35.64,1910.7,PCM
100,75.72,16.36,21,23.9,1590.12,PCB
60,58.43,17.51,5,22.52,292.15,Commerce
100,76.6,13.35,9,21.12,689.4,PCM
100,71.95,15.84,20,39.25,1439,PCM
60,85.83,14.2,18,36.68,1544.94,Commerce
100,78.22,16.31,16,33.15,1251.52,PCB
100,76.22,17.61,19,34.9,1448.18,PCB
60,61.84,18.23,18,25.03,1113.12,Commerce
100,57.54,16.07,7,17.49,402.78,PCB
100,89.83,16.88,13,26.54,1167.79,PCB
60,81.21,17.34,20,34.79,1624.2,Commerce
100,81.23,15.32,10,21.33,812.3,PCB
60,63.47,16.06,10,35.49,634.7,Commerce
60,62.87,15.15,4,12.74,251.48,Commerce
60,60.04,15.14,16,23.14,960.64,Commerce
60,62.24,14.47,8,24.97,497.92,Commerce
100,73.91,15.98,19,38.77,1404.29,PCM
100,71.88,17.18,14,27.95,1006.32,PCB
100,65.12,14.22,11,30.32,716.32,PCB
60,69.15,17.68,12,24.52,829.8,Commerce
25,72.42,14.87,9,39.25,651.78,Arts
100,85.51,16.15,20,38.58,1710.2,PCM
100,75.14,14.88,20,35.84,1502.8,PCM
100,79.31,18.25,13,32.89,1031.03,PCB
100,80.47,15.54,16,29.13,1287.52,PCB
60,66.88,17.51,15,19.5,1003.2,Commerce
100,72.29,14.38,18,30.79,1301.22,PCM
25,86.84,14.09,20,38.31,1736.8,Arts
100,77.54,15.53,18,32.74,1395.72,PCM
100,65.8,15.86,9,21.94,592.2,PCB
60,74.14,15.84,9,23.9,667.26,Commerce
60,79.33,15.19,4,27.26,317.32,Commerce
100,74.77,15.91,18,29.1,1345.86,PCM
100,81.92,13.81,13,29.57,1064.96,PCB
100,83.42,12.99,20,39.25,1668.4,PCM
100,70.44,13.91,14,20.19,986.16,PCB
100,79.8,13.33,21,33.23,1675.8,PCB
60,61.91,16.36,20,14.75,1238.2,Commerce
100,86.57,18.25,19,32.45,1644.83,PCB
60,87.25,17.02,17,30.34,1483.25,Commerce
100,74.74,15.91,15,29.1,1121.1,PCM
60,54.15,17.1,6,21.18,324.9,Commerce
100,60.38,13.05,16,21.1,966.08,PCM
60,75.01,14.57,18,33.56,1350.18,Commerce
100,60.23,13.79,20,31.61,1204.6,PCM
60,67.66,16.51,16,33.8,1082.56,Commerce
25,68.96,15.6,1,19.51,68.96,Arts
100,92,17.82,21,32.31,1932,PCM
100,78.26,12.22,19,17.85,1486.94,PCM
100,90,15.84,14,29.09,1260,PCM
100,64.86,13.02,15,17.23,972.9,PCM
100,81.59,14.2,18,18.81,1468.62,PCB
100,81.52,15.59,19,35.18,1548.88,PCM
100,66.55,17.04,5,23.01,332.75,PCB
60,65.15,14.12,7,15.85,456.05,Commerce
60,71.26,15.26,11,22.58,783.86,Commerce
100,77.77,15.35,11,31.99,855.47,PCB
100,86.54,14.47,5,34.45,432.7,PCB
25,76.38,13.18,20,39.25,1527.6,Arts
60,70.8,15.37,5,22.52,354,Commerce
100,68.77,12.76,17,28.43,1169.09,PCM
100,85.22,14.42,21,33.19,1789.62,PCM
100,71.56,15.02,19,19.74,1359.64,PCM
100,77.55,16.9,19,31.07,1473.45,PCB
100,56.87,12.72,2,14.76,113.74,PCB
100,47.62,17.31,13,25.4,619.06,PCB 
60,58.86,15,17,24.38,1000.62,Commerce
100,75.55,12.96,7,21.44,528.85,PCB
100,60.22,17.52,13,17.46,782.86,PCB
100,72.05,15.23,21,33.71,1513.05,PCM
100,76.49,17.17,17,26.19,1300.33,PCM
100,78.96,15.38,19,17.99,1500.24,PCB
60,64.98,15.76,13,12.58,844.74,Commerce
60,72.87,17.91,7,24.58,510.09,Commerce
100,71.38,15.22,19,35.83,1356.22,PCM
100,75.36,12.51,20,29.51,1507.2,PCM
60,92,17.72,20,39.25,1840,Commerce
100,79.18,14.53,17,27.56,1346.06,PCB
100,52.4,15.94,14,35.66,733.6,PCM
100,85.22,16.69,24,36.68,2045.28,PCM
100,75.2,15.15,11,30.66,827.2,PCB
60,57.02,16.33,4,24.56,228.08,Commerce
100,81.14,14.49,19,30.66,1541.66,PCM
100,76.42,13.19,21,36,1604.82,PCM
100,69.25,14.45,20,22.79,1385,PCB
100,81.27,17.2,24,36.24,1950.48,PCM
60,73.62,16.63,10,26.45,736.2,Commerce
60,65.13,15.74,18,29.96,1172.34,Commerce
60,75.66,16.57,18,34.25,1361.88,Commerce
100,67.89,16.7,14,28.58,950.46,PCM
100,86.67,14.49,19,36.8,1646.73,PCM
60,44.02,16.65,3,19.11,132.06,Commerce
100,74.71,11.09,1,22.21,74.71,PCB
100,54.22,17.14,9,15.36,487.98,PCB
25,62.32,12.86,21,32.16,1308.72,Arts
100,75.37,16.18,17,23.12,1281.29,PCB
100,83.37,14.93,19,36.65,1584.03,PCM
100,66.51,13.96,15,21.78,997.65,PCM
60,61.84,16.63,18,39.25,1113.12,Commerce
60,65.97,16.31,3,16.6,197.91,Commerce
25,56.03,12.32,14,27.47,784.42,Arts
100,69.74,12.77,5,22.12,348.7,PCB
100,73.33,16.1,21,39.25,1539.93,PCB 
100,71.52,15.35,7,20.28,500.64,PCB
100,81.84,17.1,16,27.93,1309.44,PCM
100,82.94,14.13,16,31.44,1327.04,PCB
100,77.08,15.29,14,25.27,1079.12,PCB
100,83.44,12.7,15,33.02,1251.6,PCM
60,69.02,13.42,5,16.84,345.1,Commerce
100,66.27,12.87,3,17.48,198.81,PCM
25,72.27,17.54,24,30.46,1734.48,Arts
100,76.4,17.39,18,39.25,1375.2,PCB
100,72.98,16.63,11,28.55,802.78,PCB
100,86.94,13.76,10,28.91,869.4,PCB
100,82.95,15.9,17,30.34,1410.15,PCM
25,80.14,14.18,20,31.51,1602.8,Arts
100,88.36,12.82,17,39.25,1502.12,PCM
60,75.72,14,16,24.87,1211.52,Commerce
60,74.04,16.34,14,15.45,1036.56,Commerce
60,55.91,14.42,6,12.59,335.46,Commerce
100,68.67,11.18,9,18.68,618.03,PCB
25,75.23,16.13,22,36.05,1655.06,Arts
100,82.06,15.09,20,22.42,1641.2,PCM
60,67.52,15.35,21,34.72,1417.92,Commerce
100,68.48,14.88,8,33.35,547.84,PCB
100,73.79,15.53,16,33.62,1180.64,PCM
25,67.92,17.85,18,29.95,1222.56,Arts
100,80,14.78,23,39.25,1840,PCM
100,75.49,16.14,10,16.55,754.9,PCB
100,66.85,15.71,20,28.75,1337,PCB
60,74,17.33,21,35.79,1554,Commerce
60,59.94,17.23,24,38.39,1438.56,Commerce
60,67.2,15.68,14,33.69,940.8,Commerce
100,69.68,15.35,6,23.63,418.08,PCB
100,92,16.47,21,39.25,1932,PCB
60,67.69,14.89,1,15.76,67.69,Commerce
60,66.63,14.6,10,24.49,666.3,Commerce
100,74.01,13.26,19,25.73,1406.19,PCM
100,69.47,15.93,18,31.41,1250.46,PCB
60,73.22,16.26,20,27.18,1464.4,Commerce
100,81.26,14.7,15,38.34,1218.9,PCB
100,69.83,14,8,27.28,558.64,PCB
60,81.51,15.82,18,32.77,1467.18,Commerce
100,86.44,16.39,17,27.7,1469.48,PCM
25,80.76,14.6,23,38.21,1857.48,Arts
60,78.96,13.3,12,27.63,947.52,Commerce
100,69.87,16.93,22,34.06,1537.14,PCB
60,77.07,14.52,5,16.48,385.35,Commerce
60,66.2,17.49,19,28.05,1257.8,Commerce
100,71.13,16.16,1,24.81,71.13,PCB
60,53.29,13.03,4,19.85,213.16,Commerce
100,70.14,16.31,20,25.14,1402.8,PCM
100,66.6,12.6,10,25.05,666,PCB
100,70.89,14.38,14,18.83,992.46,PCB
100,92,14.93,11,23.99,1012,PCB
100,79.02,14.41,20,34.66,1580.4,PCM
100,59.6,14.31,15,21.05,894,PCM
100,86.21,13.67,17,34.37,1465.57,PCB
100,88.77,15.64,21,25.49,1864.17,PCB
100,66.53,11.35,19,32.52,1264.07,PCM
100,92,16.86,2,37.81,184,PCM
60,76.56,14.77,13,34.73,995.28,Commerce
25,66.4,15.87,23,33.58,1527.2,Arts
60,65.47,17.51,18,39.25,1178.46,Commerce
60,78.49,17.15,21,33.4,1648.29,Commerce
25,60.91,13.63,18,32.66,1096.38,Arts
60,63.15,14.16,7,24.42,442.05,Commerce
100,88.91,15.34,21,37.68,1867.11,PCM
100,68.67,14.64,17,12.5,1167.39,PCM
100,76.66,14.42,19,16.51,1456.54,PCB
100,82.98,16.57,15,19.69,1244.7,PCB
25,83.75,16.01,18,39.25,1507.5,Arts
60,71.92,16.21,15,31.43,1078.8,Commerce
100,86.7,15.7,13,31.75,1127.1,PCB
60,50.97,14.19,19,16.66,968.43,Commerce
60,59.54,16.86,5,14.21,297.7,Commerce
100,71.89,15.25,5,20.79,359.45,PCB
100,63.31,14.25,5,17.46,316.55,PCB
60,78.33,14.73,21,29.75,1644.93,Commerce
60,86.25,15.84,20,33.61,1725,Commerce
60,67.64,15.45,6,25.35,405.84,Commerce
100,92,13.16,21,36.78,1932,PCB
100,80.74,13.22,22,26.89,1776.28,PCM
60,76.08,16.34,18,21.14,1369.44,Commerce
60,78.05,14.34,21,32.38,1639.05,Commerce
60,63.64,14.9,9,29.9,572.76,Commerce
100,68.81,14.8,18,28.03,1238.58,PCM
100,66.21,15.9,18,24.35,1191.78,PCM
60,57.84,11.9,4,14.17,231.36,Commerce
100,92,14.06,11,32.94,1012,PCB
60,67.71,12.58,7,17.88,473.97,Commerce
100,73.37,15.44,21,25.73,1540.77,PCM
100,67.67,14.52,16,29,1082.72,PCM
25,58.72,13.81,22,34.05,1291.84,Arts
100,66.54,16.87,15,33.87,998.1,PCB
100,67.78,18.25,22,30.21,1491.16,PCB 
100,67,18.25,9,16.84,603,PCB
100,80.06,16.09,20,26.87,1601.2,PCM
100,80.99,14.33,18,30.35,1457.82,PCM
100,92,12.81,16,33.72,1472,PCM
25,77.98,14.32,23,36.32,1793.54,Arts
100,77.26,17.67,18,28.78,1390.68,PCM
100,74.29,15.49,6,19.58,445.74,PCB
60,62.62,13.17,16,25.76,1001.92,Commerce
100,77.5,14.73,18,16.25,1395,PCB
100,70.86,15.41,15,19.96,1062.9,PCB
100,61.71,17.24,7,21.79,431.97,PCB
100,76.56,17.9,16,24.98,1224.96,PCM
100,68.54,16.11,18,22.25,1233.72,PCM
25,61.16,17.06,22,36.11,1345.52,Arts
100,92,17.86,24,39.25,2208,PCM
60,87.08,15.59,24,32.69,2089.92,Commerce
60,71.42,12.44,7,28.68,499.94,Commerce
60,69.36,16.39,12,25.4,832.32,Commerce
100,78.8,16.94,20,34.54,1576,PCM
100,63.95,16.39,19,28.74,1215.05,PCM
25,62.67,16.71,18,29.23,1128.06,Arts
60,65.49,16.7,16,23.73,1047.84,Commerce
60,70.38,15,13,24.14,914.94,Commerce
100,67.63,15.51,22,25.32,1487.86,PCM
100,75.59,15.62,3,21.19,226.77,PCB
60,80.23,15.95,10,25.76,802.3,Commerce
100,74.05,16.68,17,26.46,1258.85,PCM
100,77.98,14.13,15,29.17,1169.7,PCB
100,58.71,13.72,16,20.71,939.36,PCB
60,76.04,13.61,8,31.53,608.32,Commerce
60,68.42,15.57,16,19.48,1094.72,Commerce
100,75.81,16.25,17,29.67,1288.77,PCM
60,70.99,14.45,11,21.06,780.89,Commerce
100,75.41,15.05,15,33.51,1131.15,PCB
100,85.86,15.9,20,29.24,1717.2,PCM
60,57.24,14.38,8,22.92,457.92,Commerce
100,76.25,16.15,17,37.13,1296.25,PCM
60,81.01,16.85,0,17.33,0,Commerce
60,76.62,15.73,17,28.9,1302.54,Commerce
60,72.21,15.15,15,32.5,1083.15,Commerce
100,69.2,13.4,11,24.48,761.2,PCB
60,65.78,15.81,22,27.36,1447.16,Commerce
60,65.82,18.25,10,25.96,658.2,Commerce
100,86.9,13.49,6,20.16,521.4,PCB
100,73.21,14.23,14,22.63,1024.94,PCB
100,79.54,13.83,18,34.75,1431.72,PCM
100,56.15,14.9,7,21.16,393.05,PCB
100,61.62,16.19,12,28.91,739.44,PCB
60,54.99,17.98,3,16.79,164.97,Commerce
60,65.24,14.52,8,19.83,521.92,Commerce
60,69.92,14.84,13,21.63,908.96,Commerce
100,86.79,14.79,13,26.62,1128.27,PCB
60,64.75,13.51,6,25.43,388.5,Commerce
25,89.6,17.47,24,39.25,2150.4,Arts
100,65.32,11.98,9,22.09,587.88,PCB
100,61.85,14.91,14,17.46,865.9,PCB
100,63.23,13.43,13,36.68,821.99,PCB
100,87.9,12.69,6,34.56,527.4,PCB
100,79.74,15.09,6,28.43,478.44,PCB
60,70.24,16.97,19,35.82,1334.56,Commerce
60,84.78,17.83,22,32.49,1865.16,Commerce
60,83.04,18.24,20,39.25,1660.8,Commerce
100,63.63,11.88,14,21.45,890.82,PCM
60,68.32,17.04,23,26.06,1571.36,Commerce
60,55.59,12.47,6,20.21,333.54,Commerce
100,77.34,16.87,18,33.29,1392.12,PCB
60,60.27,16.89,1,21.03,60.27,Commerce
25,67.13,17.17,20,32.3,1342.6,Arts
100,76.49,18.25,24,38.69,1835.76,PCB
100,86.65,13.03,21,23.7,1819.65,PCM
100,88.99,17.81,11,20.33,978.89,PCB
100,72.49,11.85,20,20,1449.8,PCM
60,66.01,15.01,15,20.77,990.15,Commerce
60,68.91,17.24,8,20.98,551.28,Commerce
100,86.07,13.28,16,30.38,1377.12,PCB
60,78.77,14.39,18,35.96,1417.86,Commerce
100,85.62,16.56,23,38.72,1969.26,PCB
60,61.82,17.78,10,21.82,618.2,Commerce
60,57.9,14.08,15,24.06,868.5,Commerce
100,63.77,13.73,15,33.37,956.55,PCM
100,90.29,15.47,22,27.54,1986.38,PCB
100,85.08,16.05,18,29.05,1531.44,PCM
100,84.08,16.77,16,24.03,1345.28,PCB
60,65.85,17.31,19,26.46,1251.15,Commerce
60,91.62,15.93,6,26.9,549.72,Commerce
100,69.06,16.24,21,26.75,1450.26,PCB
100,72.38,14.17,17,24.45,1230.46,PCB
25,65.46,16.32,22,32.55,1440.12,Arts
100,69.69,14.45,7,32.36,487.83,PCB
25,76.33,16.47,16,36.85,1221.28,Arts
100,69.77,14,20,30.59,1395.4,PCM
100,77.11,13.9,8,15.11,616.88,PCB
100,71.08,14.54,14,21.94,995.12,PCB
60,55.41,16.2,7,17.06,387.87,Commerce
60,66.66,15.82,22,31.23,1466.52,Commerce
100,68.01,14.48,19,27.29,1292.19,PCM
100,60.21,13.75,15,20.87,903.15,PCM
60,72.9,14.18,18,32.28,1312.2,Commerce
100,78.67,17.1,1,26.12,78.67,PCB
25,91.66,16.87,18,29.78,1649.88,Arts
100,75.74,16.23,7,18.98,530.18,PCB
60,58.13,16.92,10,22.52,581.3,Commerce
100,90.36,12.46,17,39.09,1536.12,PCM
100,77.38,13.99,8,24.06,619.04,PCB
25,71.81,16.6,19,39.25,1364.39,Arts
100,78.06,13.37,18,38.68,1405.08,PCM
60,67.04,15.67,19,20.25,1273.76,Commerce
60,69.87,15.6,14,18.84,978.18,Commerce
60,80.92,11.84,7,25.84,566.44,Commerce
100,72.06,16,18,28.89,1297.08,PCB
100,67.77,14.94,5,28.97,338.85,PCB
60,81.8,15.5,12,32.66,981.6,Commerce
100,85.5,14.05,18,27.82,1539,PCB
100,51.25,15.76,18,33.66,922.5,PCM
60,84,14.35,23,37.28,1932,Commerce
60,69.87,13.48,6,23.02,419.22,Commerce
100,84,13.6,17,29.9,1428,PCB
25,73.9,14.98,21,36.61,1551.9,Arts
100,66.16,13.74,13,12.5,860.08,PCB
60,68.01,13.78,18,34.26,1224.18,Commerce
25,79.89,15.89,17,31.28,1358.13,Arts
60,66.21,17.4,20,28.95,1324.2,Commerce
60,65.24,13.68,16,27.09,1043.84,Commerce
100,73.18,15.5,21,26.04,1536.78,PCM
60,76.61,17.21,18,36.68,1378.98,Commerce
100,72.65,15.79,10,27.95,726.5,PCB
60,76.27,14.12,14,32.18,1067.78,Commerce
100,77.03,14.66,16,30.53,1232.48,PCM
60,74.4,13.9,20,25.73,1488,Commerce
60,69.71,14.64,0,27.3,0,Commerce
60,84.41,15.26,8,33.27,675.28,Commerce
60,75.01,13.23,16,23.54,1200.16,Commerce
100,80.47,15.49,17,39.25,1367.99,PCM
100,87.39,15.27,21,36.62,1835.19,PCM
60,74.44,16.84,0,20.19,0,Commerce
60,52.7,15.06,7,16.72,368.9,Commerce
100,80.07,14.77,10,29.59,800.7,PCB
100,87.12,16.05,12,33.62,1045.44,PCB
100,84.03,15.72,17,26.03,1428.51,PCM
60,67.34,16.06,20,24.42,1346.8,Commerce
100,68.24,13.32,19,25.89,1296.56,PCB
60,59.1,15.73,19,17.11,1122.9,Commerce
100,72.53,15.47,15,20.89,1087.95,PCM
100,76.71,15.64,19,37.95,1457.49,PCM
25,73.43,15.47,22,39.25,1615.46,Arts
100,78.57,18.18,13,25.81,1021.41,PCB
100,79.53,16.23,18,29.7,1431.54,PCM
60,73.36,17.36,1,22.02,73.36,Commerce
100,74.7,14.58,16,23.73,1195.2,PCM
25,79.25,14.04,22,39.25,1743.5,Arts
60,78.94,17.93,22,39.25,1736.68,Commerce
60,62.86,15.77,16,19.73,1005.76,Commerce
100,65.25,14.1,16,24.58,1044,PCM
100,78.58,13.26,17,26.01,1335.86,PCM
60,61.3,14.9,6,20.77,367.8,Commerce
100,54.8,15.3,20,22.8,1096,PCB
60,69.4,14.86,8,27.22,555.2,Commerce
60,56.9,13.64,8,17.67,455.2,Commerce
60,82.21,18.08,23,30.34,1890.83,Commerce
25,68.19,17.07,19,21.87,1295.61,Arts
100,58.43,15.68,21,28.21,1227.03,PCB 
60,84.75,15.91,11,25.31,932.25,Commerce
60,69.64,15.62,14,20.35,974.96,Commerce
60,67.81,16.77,9,33.27,610.29,Commerce
100,67.88,16.54,15,32.8,1018.2,PCM
100,84.87,16.46,13,22.7,1103.31,PCB
100,88.76,16.92,18,27.44,1597.68,PCB
100,69.18,16.69,18,29.39,1245.24,PCB
100,82.1,15.09,15,28.38,1231.5,PCM
100,75.37,12.84,17,33.76,1281.29,PCM
60,75.28,16.7,7,20.39,526.96,Commerce
60,72.77,16.15,20,22.35,1455.4,Commerce
100,70.98,16.8,17,20.3,1206.66,PCB
100,91.65,15.73,19,38.02,1741.35,PCM
100,68.74,14.88,24,32.99,1649.76,PCM
100,77.49,13.04,11,21.87,852.39,PCB
60,53.83,15.64,10,21.52,538.3,Commerce
60,57.37,15.76,12,19.41,688.44,Commerce
100,85.2,13.57,18,32.35,1533.6,PCM
100,68.66,15.34,17,30.21,1167.22,PCM
60,70.72,16.04,11,22.6,777.92,Commerce
100,75.05,14.95,20,31.71,1501,PCM
100,75.78,12.03,18,24.89,1364.04,PCM
60,71.18,14.87,13,19.84,925.34,Commerce
25,73.44,12.75,19,26.14,1395.36,Arts
100,81.15,13.58,1,27.52,81.15,PCB
25,73.56,17.69,17,28.88,1250.52,Arts
60,59.94,14.84,15,29.85,899.1,Commerce
100,65.68,14.43,17,13.75,1116.56,PCM
60,73.13,18.06,12,37.05,877.56,Commerce
60,75.09,16.58,11,34.04,825.99,Commerce
100,67.52,15.91,12,18.85,810.24,PCB
100,84.28,15.62,15,23.86,1264.2,PCM
60,68.19,17.14,20,31.02,1363.8,Commerce
100,79.34,16.24,19,27.6,1507.46,PCB
100,88.3,17.06,6,15.98,529.8,PCB
100,78.83,16.7,22,32.57,1734.26,PCB
100,68.74,12.99,20,27.98,1374.8,PCB
60,63.5,15.51,10,24.16,635,Commerce
100,68.68,16.57,18,32.56,1236.24,PCM
100,67.21,18.25,22,28.5,1478.62,PCB
100,84.93,16.17,18,33.03,1528.74,PCB
25,71.5,17.2,6,20.36,429,Arts
100,80.04,15.87,18,30.67,1440.72,PCM
60,65.49,15.23,7,16.94,458.43,Commerce
25,71.3,17.98,19,29.75,1354.7,Arts
100,88.91,13.69,16,39.25,1422.56,PCM
100,84.75,15.57,12,28.47,1017,PCB
60,51.14,16.33,16,16.95,818.24,Commerce
100,86.01,14.21,10,19.4,860.1,PCB
60,60.3,16.76,8,26.34,482.4,Commerce
100,80.45,14.18,19,26.38,1528.55,PCB
100,79.48,11.18,16,27.94,1271.68,PCM
100,77.84,14.8,14,21.33,1089.76,PCB
100,80.81,16.06,17,33.32,1373.77,PCB
60,59.51,14.52,5,13.98,297.55,Commerce
60,76.17,12.3,16,29.33,1218.72,Commerce
60,70.21,14.56,17,27.53,1193.57,Commerce
60,74.43,15.63,20,38.12,1488.6,Commerce
60,79.54,15.75,11,19.4,874.94,Commerce
60,70.57,15.53,4,20.03,282.28,Commerce
60,64.64,13.04,9,23.11,581.76,Commerce
100,85.5,17.28,21,27.18,1795.5,PCB
60,58.11,16,20,24.91,1162.2,Commerce
100,78.96,14.6,12,30.92,947.52,PCB
60,83.62,18.25,16,33.14,1337.92,Commerce
100,79.01,16.52,17,31.99,1343.17,PCB
100,72.65,17.1,19,35,1380.35,PCB
60,54.4,18.25,17,35.54,924.8,Commerce
100,71,11.88,20,19.91,1420,PCB
100,75.61,12.58,12,19.64,907.32,PCB
100,61.76,14.88,13,26.21,802.88,PCM
100,82.84,15.23,16,36,1325.44,PCM
60,62.12,14.3,7,27.89,434.84,Commerce
100,62.75,15.86,12,21.79,753,PCM
60,79.24,14.34,15,23.13,1188.6,Commerce
100,73.13,12.99,0,25.39,0,PCB
100,90.7,16.72,15,36.58,1360.5,PCM
100,87.33,17.13,15,16.92,1309.95,PCB
100,78.4,16.08,13,23.4,1019.2,PCM
100,70.25,13.74,16,29.63,1124,PCM
100,66.46,16.98,6,19.74,398.76,PCB
60,65.6,18.06,14,30.3,918.4,Commerce
100,69.25,14.04,1,26.91,69.25,PCB
100,82.45,16.59,21,25.6,1731.45,PCB
100,84.22,14.33,23,31.52,1937.06,PCM
100,85.31,16.62,18,18.8,1535.58,PCB
100,80.2,16.11,19,39.25,1523.8,PCM
100,68.96,14.67,3,28.14,206.88,PCB
60,72.64,14.51,2,24.28,145.28,Commerce
100,73.31,15.62,8,25.52,586.48,PCB
100,82.29,15.03,19,37.73,1563.51,PCM
25,85.64,16.15,21,35.57,1798.44,Arts
60,87.2,12.8,19,22.05,1656.8,Commerce
100,78.69,13.63,19,23.77,1495.11,PCB
100,75.56,17.07,17,30.92,1284.52,PCB
60,67.55,15.8,17,26.21,1148.35,Commerce
100,74.22,14.81,21,39.25,1558.62,PCM
100,92,12.98,20,39.25,1840,PCM
100,90.41,15.72,20,39.25,1808.2,PCB
100,68.94,14.61,9,21.62,620.46,PCB
60,91.36,17.75,20,34.25,1827.2,Commerce
100,77.83,14.56,20,26.4,1556.6,PCB
100,77.34,15.97,21,38.97,1624.14,PCM
60,68.39,14.04,12,30.81,820.68,Commerce
60,75.89,13.6,7,23.66,531.23,Commerce
100,75.12,14.46,18,33.69,1352.16,PCB
60,53.97,10.8,16,12.63,863.52,Commerce
60,71,14.98,14,21.86,994,Commerce
100,76.42,12.75,18,32.07,1375.56,PCM
100,76.41,17.07,19,30.95,1451.79,PCM
100,65.11,15.6,21,26.98,1367.31,PCB
100,71.05,15.35,15,22.05,1065.75,PCB
60,77.99,17.17,12,36.94,935.88,Commerce
100,74.06,16.62,21,17.81,1555.26,PCB
60,64.65,16.05,16,26.12,1034.4,Commerce
25,82.71,15.17,21,39.25,1736.91,Arts
60,63.98,16.73,21,30.04,1343.58,Commerce
100,92,12.84,19,25.11,1748,PCB
100,81.9,16.21,23,29.91,1883.7,PCB
25,71.44,13.72,18,24.68,1285.92,Arts
60,77.8,15.15,20,39.25,1556,Commerce
25,77.26,17.54,22,33.67,1699.72,Arts
60,70.41,15.3,0,28.49,0,Commerce
100,88.02,16.21,15,33.12,1320.3,PCM
100,74.5,16.82,22,35.15,1639,PCB 
100,71.97,14.39,17,32.21,1223.49,PCM
60,67.11,16.06,20,33.42,1342.2,Commerce
100,81.4,14.04,19,39.25,1546.6,PCM
100,71.93,15.34,16,25.85,1150.88,PCM
25,86.02,13.46,20,31.89,1720.4,Arts
100,65.98,12.06,17,28.28,1121.66,PCM
60,68.03,16.74,6,28.75,408.18,Commerce
25,73.97,12.1,5,29.65,369.85,Arts
100,73.61,15.76,9,27.4,662.49,PCB
100,73.72,14.19,4,15.56,294.88,PCB
100,75.86,15.54,16,18.71,1213.76,PCM
60,79.76,14.31,19,32.11,1515.44,Commerce
25,84.57,15.5,21,38.38,1775.97,Arts
60,54.39,13.91,14,14.67,761.46,Commerce
60,79.27,16.25,14,34.64,1109.78,Commerce
60,47.45,15.81,3,12.5,142.35,Commerce
60,73.46,14.64,17,23.47,1248.82,Commerce
100,86.23,17.58,20,27.01,1724.6,PCB
100,77.65,17.14,12,21.38,931.8,PCB
100,78.18,18.03,19,26.02,1485.42,PCB
100,74.06,13.98,2,20.35,148.12,PCB
100,71.36,15.23,12,21.58,856.32,PCB
100,77.92,15.6,13,28.41,1012.96,PCB
100,84.48,15.25,16,30.99,1351.68,PCB
25,75.83,16.86,20,39.25,1516.6,Arts
100,75.39,16.73,17,32.5,1281.63,PCB
100,85.99,13.92,6,17.75,515.94,PCB
100,65.53,15.94,11,21.26,720.83,PCB
100,77.64,11.97,6,16.15,465.84,PCB
100,75.52,15.71,20,32.83,1510.4,PCB
60,74.42,16.68,12,22.42,893.04,Commerce
60,67.4,13.52,17,18.24,1145.8,Commerce
100,77.52,12.91,14,32.27,1085.28,PCB
25,73.91,15.95,21,37.96,1552.11,Arts
100,66.1,15.61,19,21.65,1255.9,PCB
100,63.74,13.73,18,26.09,1147.32,PCB
60,57.64,13.35,11,21.26,634.04,Commerce
60,69.35,14.23,3,16.22,208.05,Commerce
60,70.79,17.48,10,34.55,707.9,Commerce
60,72.74,13.28,8,26.29,581.92,Commerce
100,59.39,16.46,0,15.76,0,PCB
100,87.98,15.47,18,28.69,1583.64,PCM
60,75.71,16.35,18,27.35,1362.78,Commerce
60,67.77,17.46,20,38.23,1355.4,Commerce
100,83.14,13.84,13,33.48,1080.82,PCM
25,71.83,14.79,16,27.31,1149.28,Arts
100,80.06,17.5,17,28.82,1361.02,PCB
60,80.32,16.95,13,31.35,1044.16,Commerce
100,65.94,15.99,9,21.84,593.46,PCB
100,86.95,13.25,17,29.92,1478.15,PCB
100,83.58,12.47,17,34.72,1420.86,PCB
100,80.51,16.42,4,23.76,322.04,PCB
60,82.7,13.13,11,24.92,909.7,Commerce
100,74.83,15.59,14,23.47,1047.62,PCB
100,88.37,15.54,21,39.25,1855.77,PCM
60,56.06,15.24,3,21.19,168.18,Commerce
60,68.09,17.28,18,24.7,1225.62,Commerce
100,80.88,14.05,21,26.18,1698.48,PCM
25,77.57,14.01,18,26.2,1396.26,Arts
100,67.43,15.26,13,14.65,876.59,PCB
60,64.06,12.71,21,37.26,1345.26,Commerce
100,64.1,18.25,2,26.68,128.2,PCB 
60,75.18,17.64,18,24.36,1353.24,Commerce
60,79.83,16.23,16,35.63,1277.28,Commerce
100,70.59,12.84,7,16.84,494.13,PCM
25,72.64,18.25,10,37.43,726.4,Arts
25,81,13.67,23,39.25,1863,Arts
25,84.15,16.82,24,39.25,2019.6,Arts
100,79.32,14.92,15,31.77,1189.8,PCB
60,60.87,15.94,18,33.25,1095.66,Commerce
100,83.67,14.86,17,33.64,1422.39,PCM
100,61.32,18.25,7,14.44,429.24,PCB
100,56.01,14.88,17,22.06,952.17,PCB 
100,65.16,15.48,17,12.5,1107.72,PCB
100,73.39,17.25,6,34.52,440.34,PCB
100,76.29,12.86,15,39.25,1144.35,PCM
